,date,avg_count,avg_base_fee_per_gas
0,2020-05-30,0.0012220270373482,
1,2020-05-31,0.0,
2,2020-06-01,0.0,
3,2020-06-02,0.0,
4,2020-06-03,0.0,
5,2020-06-04,0.0,
6,2020-06-05,0.0,
7,2020-06-06,0.0,
8,2020-06-07,0.0,
9,2020-06-08,0.0,
10,2020-06-09,0.0,
11,2020-06-10,0.0,
12,2020-06-11,0.0,
13,2020-06-12,0.0001909672491167,
14,2020-06-13,0.0,
15,2020-06-14,0.0,
16,2020-06-15,9.548818333731235e-05,
17,2020-06-16,2.3870906139597147e-05,
18,2020-06-17,0.0,
19,2020-06-18,0.0004058054043731,
20,2020-06-19,0.0004058247791835,
21,2020-06-20,0.001456194795894,
22,2020-06-21,0.0003580635920939,
23,2020-06-22,0.0,
24,2020-06-23,0.0001909672491167,
25,2020-06-24,2.3872045834328176e-05,
26,2020-06-25,0.0,
27,2020-06-26,0.0,
28,2020-06-27,2.3870906139597056e-05,
29,2020-06-28,2.3872045834328088e-05,
30,2020-06-29,0.0002148381552563,
31,2020-06-30,0.0004296968250179,
32,2020-07-01,2.387204583432812e-05,
33,2020-07-02,7.161271841879164e-05,
34,2020-07-03,0.0005729291000238,
35,2020-07-04,0.0001193545306979,
36,2020-07-05,7.161613750298446e-05,
37,2020-07-06,0.0001909672491167,
38,2020-07-07,0.0005013129625208,
39,2020-07-08,0.0001670963429771,
40,2020-07-09,0.0003103365958462,
41,2020-07-10,4.774181227919444e-05,
42,2020-07-11,0.0014084507042253,
43,2020-07-12,0.0002864645500119,
44,2020-07-13,0.0001670963429771,
45,2020-07-14,0.0001432322750059,
46,2020-07-15,0.0002387090613959,
47,2020-07-16,0.0006922893291955,
48,2020-07-17,0.0005251599350711,
49,2020-07-18,9.54927425515661e-05,
50,2020-07-19,0.0377876444189821,
51,2020-07-20,0.0323704941513488,
52,2020-07-21,0.0176167287310225,
53,2020-07-22,0.0116973024588207,
54,2020-07-23,0.0198371965338617,
55,2020-07-24,0.1579575565157196,
56,2020-07-25,0.0092623537837192,
